Region,Soil_Type,Soil_pH,Organic_Matter_%,Rainfall_mm_per_year,Temperature_C_avg,Climate_Zone,Irrigation_Level,Soil_Fertility,Growing_Season_days,Yield_tons_per_hectare,Best_Crop
South America,Clay,6.7329217564575945,4.9436906358800705,948.8715576412551,23.273983993254916,Temperate,High,High,115,18.22272637820423,Rice
Asia,Loam,6.489965589424922,1.52372500850711,726.1362459683622,23.08211052407367,Dry,High,Low,113,12.986861017226461,Wheat
Europe,Clay,7.30619501409862,4.4569224090462285,772.0402161978501,20.60789500269691,Tropical,Medium,Low,151,13.969382474843108,Soybean
Africa,Sandy,6.472744201650295,2.850477087734918,548.8401117642792,23.48068120984784,Temperate,Medium,Low,146,12.539152580663512,Soybean
Asia,Loam,5.696115697124915,2.7452056953320705,923.6176032414864,21.920977460515303,Continental,Low,High,105,14.199829484362532,Corn
North America,Loam,5.966792538916254,2.8134824224166293,844.1795312162775,18.5604696156604,Tropical,Low,Low,174,12.162343810870514,Wheat
South America,Clay,5.726199478847645,1.6253257535713543,903.4460100554774,26.334236202835623,Continental,Medium,Low,141,14.668752956645998,Rice
Asia,Loam,6.651002036938118,2.69375521959917,1116.9532468119714,17.478509920936883,Temperate,Medium,Medium,107,13.979411439712447,Barley
Africa,Sandy,6.483028451663653,4.902109316083607,710.4805618967173,23.259419739684837,Continental,High,High,153,16.82110759872306,Corn
Africa,Clay,6.908208721543273,3.358916144305863,431.76364440068244,24.59015734339993,Continental,High,High,113,15.066531875286142,Corn
Africa,Sandy,6.408965465910713,1.8371510461204794,1017.9073166153281,31.827038859999867,Temperate,Medium,High,96,17.755681375225823,Rice
South America,Clay,5.831974443207753,3.983569060261929,775.3162285903709,18.328856106840323,Dry,Low,High,158,14.418473112690366,Corn
South America,Clay,6.036679582549315,3.7918871636944544,1079.7024710903424,18.002999819197267,Continental,Medium,High,166,15.45274021155839,Corn
North America,Sandy,6.955412740121934,3.677028370318593,721.277683593398,17.166591224734873,Continental,Low,Medium,168,11.972577768749968,Barley
North America,Sandy,6.022656791881804,4.939831878503324,912.5191896856804,12.303140069192805,Tropical,Low,Low,137,12.334030182544655,Barley
Europe,Loam,7.413629341181755,2.319899581161106,731.1045582495094,13.653544473784478,Dry,High,Low,176,11.375584184739248,Barley
Africa,Loam,6.540361473133519,2.1797245432154573,718.7817742216872,12.056559348112051,Continental,Low,Medium,95,9.885069110431614,Barley
Asia,Clay,6.480008501528687,1.441637990706905,896.1491655112584,18.29053311945995,Tropical,Medium,Low,113,11.07645876832149,Soybean
South America,Sandy,7.3822711697008945,4.46990809398389,817.9044101521303,20.336017263551057,Dry,Low,High,90,14.641096913533422,Corn
Europe,Loam,6.830240356227232,3.7634140173592536,842.1630155918382,23.44590237823443,Continental,High,High,95,16.843059103082076,Corn
Africa,Sandy,5.596791763891531,1.5940696970284698,1026.8495141747755,19.239297833016145,Tropical,Medium,Low,146,11.819568682014337,Soybean
Africa,Sandy,6.574833877199614,1.0900173097147459,775.7938476643577,18.753151874137593,Dry,Medium,High,162,11.795407323192563,Corn
North America,Sandy,6.5826707654025345,2.2955822103215167,1086.8619338704152,21.423772966927842,Dry,Low,Low,150,14.124628228886237,Soybean
South America,Sandy,7.131710511491381,4.210258137394496,1047.1321290767487,11.47648686423094,Temperate,Medium,High,112,14.537675551673441,Barley
South America,Sandy,6.326388957605595,2.6224775610217694,850.863125310742,16.49124778934607,Continental,High,Low,169,12.37332101236949,Barley
North America,Loam,6.867686061290723,4.168178364195844,663.9011904471904,22.35054604597847,Tropical,Low,Low,132,13.318499466873444,Wheat
Africa,Clay,6.286340869128528,2.551057314118999,457.8793291126972,18.034548996492692,Continental,Low,Low,93,9.421648078828557,Soybean
Asia,Sandy,5.623086068269673,2.079894547421848,624.6741596221038,17.56321317008017,Temperate,High,Low,172,10.54351854981647,Barley
North America,Sandy,7.051953699630484,4.190169915946639,728.1703015387415,21.51077158409432,Continental,High,Low,104,14.90032997897729,Soybean
North America,Clay,6.559289054070267,2.391080390417751,889.2898397633461,21.486136107925432,Continental,High,Low,154,14.638782764403327,Soybean
North America,Loam,7.258793986611769,2.950875473261478,940.0338592332197,22.73780173310507,Temperate,Low,High,111,14.83377265501481,Rice
Europe,Clay,6.643273235948265,4.6115065882519835,964.4132156065054,15.94633373483439,Continental,Low,High,167,13.890195640180565,Barley
South America,Clay,7.189043062627309,3.3294298202558634,646.2454416330519,21.39178399139591,Dry,Low,High,92,13.050232808265715,Corn
South America,Clay,5.5695983997367,2.636998295141589,942.8472965387857,14.50541872635903,Dry,High,Medium,124,13.319174114278164,Barley
North America,Loam,7.154316296855247,2.70000965649279,1107.8284691621302,27.861991051351637,Dry,Medium,High,93,18.189011392572038,Rice
Asia,Sandy,5.893907260417443,2.651033281109574,459.12665834074687,15.44837829035858,Continental,High,Low,133,10.39855602786404,Barley
Asia,Clay,6.47026381542867,4.8951220039157155,904.3887929317575,19.39438379720117,Tropical,Low,High,108,15.755172248885305,Corn
Asia,Loam,5.6272179923530015,1.8843154947737677,691.2786207813895,19.53725073955229,Temperate,Low,High,136,12.340015519330407,Corn
South America,Loam,6.68788124188681,1.5936067859448615,799.7694667423855,13.545325615947146,Temperate,High,High,108,11.594853233852827,Barley
Europe,Clay,5.876117132958151,2.7120774097585754,892.3036092756226,19.595375233590982,Temperate,High,Medium,129,14.249466072892375,Soybean
Europe,Clay,6.678941606186494,2.8846902375125674,888.6795901272113,20.50655141610626,Dry,Medium,Medium,170,13.642906606009795,Soybean
South America,Sandy,6.775405702083858,3.0243323829620437,649.0267606856158,14.582424464950947,Tropical,High,High,137,12.869775634842787,Barley
Africa,Loam,7.266699402044208,2.982868040313102,1186.6719495428715,21.283753993308938,Temperate,High,High,170,17.78274427889816,Corn
South America,Sandy,6.8146376503125445,2.698716049673834,1010.4213644949272,14.436891575835578,Temperate,High,Low,161,12.864194846085358,Barley
Asia,Sandy,6.33751798096531,2.7273747692481187,1138.3669675049168,27.726188563818432,Dry,Medium,Medium,91,18.173207503915837,Rice
Africa,Loam,6.002860304374927,1.694288576605759,922.8636680323958,13.777567750555672,Tropical,High,High,143,12.827933133476543,Barley
Asia,Loam,5.539221064948507,3.685472035587183,791.7417276430677,12.627486564758822,Continental,Medium,High,120,12.981395094916927,Barley
Africa,Sandy,6.5705054692586184,3.819182399701182,919.1862694078333,17.229661012855452,Temperate,Low,Low,105,12.814458612340559,Barley
Asia,Sandy,7.21577837049248,2.235443596945853,619.7260570315509,17.966656404807782,Tropical,Medium,Medium,118,11.032776466320348,Barley
Africa,Clay,7.429245711234036,3.036890153308312,1312.1005918711367,18.390275284140905,Dry,High,Low,141,15.11459268739329,Soybean
South America,Clay,7.027230597923314,2.033057431548654,786.5445070172931,14.626694802835685,Continental,High,Medium,139,12.543485115723911,Barley
South America,Clay,7.191489756651526,2.385064203151722,865.7172415861219,17.85182510736246,Temperate,Low,Low,122,10.941630469465052,Barley
Europe,Sandy,6.102976830708719,4.872083844910513,927.5997258136492,13.405716120783254,Dry,High,High,176,14.873488277946105,Barley
North America,Sandy,6.81083139360571,1.0330611917834336,940.5066627867711,16.688993164378136,Tropical,Medium,Low,107,11.098678293825799,Barley
Africa,Loam,5.598317047242855,3.293998339740864,954.0044974261416,20.771721163211705,Continental,High,Low,123,14.539863857456185,Wheat
Asia,Clay,5.589762032945436,4.680455253290515,804.7152488861022,16.22978754166226,Tropical,High,Medium,175,15.40893056132435,Barley
Africa,Loam,5.628981360911693,3.297174158834294,741.8370774584826,18.088290295121734,Tropical,Low,Medium,160,12.890916831151415,Wheat
South America,Clay,6.798161204037768,2.400946457308307,701.1301035643735,27.801277647654654,Dry,Medium,Low,124,13.290989521523466,Soybean
Africa,Loam,6.247132572078161,1.8572002892915145,744.6221288462393,16.641396053709613,Temperate,Low,High,178,11.690071665787004,Barley
South America,Clay,5.699327844153552,2.089868736132384,788.4098916474564,14.643458361645127,Continental,Medium,Medium,123,11.868394702579367,Barley
North America,Loam,7.384467438982332,3.1089039130019334,667.6204567626404,20.020996886646145,Continental,High,Low,165,13.188897305153066,Wheat
North America,Clay,6.607456462796723,4.945656073931556,753.2551884296549,26.73285831305148,Dry,High,Medium,91,18.26449345479208,Soybean
Asia,Clay,6.9699659432597905,1.4419345118722595,814.4564860464293,21.651565273159413,Dry,Low,Low,178,11.775042480843487,Soybean
Europe,Clay,5.746927147461472,4.92020777190594,713.8364795223608,14.215293013852644,Dry,Low,Medium,101,12.731188849437304,Barley
Africa,Loam,7.09389551115045,1.2515704898099473,710.0808395178238,18.125123762860433,Temperate,Medium,High,97,11.203487719126057,Corn
South America,Sandy,5.930241194092082,4.301511911475886,613.5257513636026,16.974385966971933,Dry,Medium,Medium,102,13.302417063571374,Barley
South America,Clay,6.145367414155641,3.579625295459668,418.18872992977305,23.847825718905035,Continental,Low,Medium,94,12.5920274904302,Soybean
South America,Loam,7.050321857057874,4.214540588614774,572.3165189927552,21.928284766184948,Dry,High,Low,98,13.877336176375909,Wheat
North America,Loam,6.3592054868970935,3.2172903923346214,723.1225246814158,18.97116503161414,Tropical,Low,High,175,12.880424932538387,Corn
Africa,Loam,6.8930143669537784,2.504167164436626,1094.1981524053558,18.700080373736473,Tropical,Low,Medium,133,13.898562737552881,Wheat
Asia,Sandy,6.617458887049078,3.49976910042958,1076.9139382098772,25.47940876736871,Tropical,High,Low,152,16.19591504430471,Rice
Europe,Sandy,6.618371759959697,3.1285309583294096,811.2838906547609,24.158916367006178,Continental,Medium,Low,109,14.53095954211254,Soybean
Europe,Loam,5.667795921257818,1.2091054890888229,624.5031955688737,12.964564026079916,Tropical,High,Low,102,9.053034828571517,Barley
Europe,Clay,5.725716329887394,3.1340857239239353,755.2259731012767,25.118831162988904,Temperate,High,High,172,16.638357903510588,Corn
Asia,Loam,5.5829986087714225,2.126038483089502,619.2239174752809,18.409870847927156,Tropical,Medium,Medium,115,12.150539757482212,Wheat
South America,Clay,5.923433556923931,1.5811440389831466,713.3220866627694,22.37021155756103,Tropical,Medium,Medium,97,13.190621840307198,Soybean
Africa,Clay,6.642640030866206,4.81249845003186,783.2196273463406,18.0815787246186,Temperate,Medium,Low,123,13.586472630360293,Soybean
North America,Clay,7.383266362970406,3.8445180720123595,892.5924721411565,15.311505567279939,Temperate,Medium,High,135,13.4483090927562,Barley
North America,Loam,6.428663489590305,2.0135924302374906,820.2455455669789,7.6068094043603836,Dry,Low,High,102,9.397944700121387,Barley
Asia,Sandy,7.172158550333677,3.8737891252096643,922.343914736344,21.526498945951108,Dry,Low,Low,101,13.793923332182414,Soybean
Europe,Sandy,7.009880400316658,2.3174140969998187,393.0636654610655,18.186985831601525,Tropical,High,Medium,94,11.580047337023263,Soybean
South America,Loam,6.526439951655638,4.488424254986324,871.2975777549552,29.48943646329353,Tropical,Medium,Low,149,17.237151962545013,Wheat
Europe,Loam,7.084006252260392,2.2972546555023223,1037.2922074660648,10.542880540750467,Continental,High,Medium,131,11.724721669509751,Barley
Europe,Sandy,6.90870591294426,4.211062685848152,580.5860322410698,11.302165123690093,Tropical,Medium,Low,136,10.13673869304376,Barley
North America,Sandy,6.001163153188386,2.5909159024908894,944.6160066952929,30.278606648491255,Dry,Medium,High,128,17.76239596474327,Rice
Africa,Loam,5.989232548104532,3.984523912954569,972.7142718271624,20.698258371079483,Temperate,High,Medium,112,16.0931803164177,Wheat
South America,Clay,6.46254790365521,3.4694170039522683,545.9275907349828,25.7734688335836,Temperate,Low,High,149,15.92673400261036,Corn
Asia,Clay,5.625942817467401,4.336540953641537,968.2521372654423,21.369565644895058,Tropical,Medium,High,131,15.377100492810529,Corn
South America,Clay,5.9209234953664245,2.2730199891176834,1014.3728059988316,13.490937032739811,Temperate,Low,Low,126,10.459386563145006,Barley
North America,Clay,5.844388534851508,2.083852831484878,827.791717856344,21.59186469757333,Continental,Low,High,142,13.927726052676286,Corn
South America,Loam,5.899745949298888,1.9274384555313935,762.3794248909896,18.236575505022092,Temperate,Low,Medium,140,11.427097270991554,Wheat
Asia,Sandy,5.686574769443937,3.9551121156743907,717.464095810285,22.183662777824175,Temperate,High,Low,141,14.607112586679687,Soybean
North America,Clay,6.3087288599622955,1.6478687376117613,806.965317378908,25.350609642632996,Tropical,Medium,High,156,15.46797610339819,Corn
South America,Clay,6.13630437160832,2.8056920144198814,930.5683068642314,26.26775083248684,Tropical,Medium,Low,159,16.13088570537244,Rice
Africa,Clay,6.4028153408671376,3.005789679366691,972.3449280100933,17.21492265920935,Temperate,High,Low,100,13.301688849649064,Barley
Europe,Sandy,5.611345629907952,4.1900696267835436,973.7350542678354,16.125682568810078,Temperate,High,High,129,15.91922848225193,Barley
South America,Loam,7.182089965025121,3.053991845367429,752.1283379874501,19.78905541915211,Continental,High,Low,117,13.572270432071766,Wheat
South America,Sandy,6.303679371379841,3.867901094214193,796.8873822259412,26.309282682604348,Temperate,Low,Low,118,15.036768798768236,Soybean
North America,Clay,6.369314636102168,2.323179979124173,965.7278758849752,16.26863489184448,Continental,Medium,High,169,13.932702787489152,Barley
Africa,Sandy,7.016817281599409,1.8996238822072895,935.270852949764,23.42451928249783,Continental,Medium,Medium,167,13.982367026100233,Rice
Africa,Sandy,7.1316410465259334,4.739195878693998,1061.755687752867,20.269153943568355,Continental,Low,High,125,17.291980403567926,Corn
Asia,Loam,6.647306405977514,2.779221980235127,1121.3147716149379,19.827460779076443,Continental,Medium,Low,146,14.525578398292597,Wheat
Africa,Sandy,7.193068986246811,3.02066284609093,792.6839920246308,11.310976920767503,Temperate,Medium,High,151,11.567069966514445,Barley
South America,Clay,6.925543587033809,3.220022689337944,679.7399070976535,15.771668536420906,Tropical,High,High,131,12.564480212567627,Barley
South America,Sandy,5.999752420330955,3.4648695851765567,769.58734366775,22.36044175315316,Dry,High,Low,105,13.73202756033032,Soybean
North America,Clay,7.119348516176147,3.782710652861356,1188.7057762244394,16.914608953947813,Tropical,Medium,High,122,15.488985690519412,Barley
North America,Loam,7.452027851197588,2.2424038855813184,912.4478119516532,13.882164072624946,Tropical,Low,Low,132,10.756052888075358,Barley
Europe,Sandy,7.2597040960774315,2.2986450687407762,1194.46889581644,23.034070015433436,Continental,High,Medium,105,15.796948784744359,Rice
North America,Loam,5.825304436379801,4.417383931130862,906.333119187719,22.282999243492508,Temperate,High,High,138,17.183782346791627,Rice
Europe,Clay,7.082705447304669,3.3254662288182995,778.510185448764,26.94332260051241,Tropical,High,Medium,137,16.507109646707416,Soybean
Asia,Loam,6.3188958752546185,4.505255879662036,963.2443745114384,14.707158608717386,Continental,Low,High,152,13.39507046516607,Barley
Asia,Loam,5.641009911136514,3.32015395160369,1035.9977059379573,13.84973486293768,Continental,High,High,176,15.121086916051786,Barley
Europe,Loam,5.5451393931468855,3.74770966709721,620.6667011333236,4.844030837549555,Continental,Medium,High,92,8.657638735009952,Barley
Asia,Sandy,6.6932610647142825,1.3474516319447312,907.9529025656684,18.689409207199812,Temperate,Medium,Medium,143,12.464888128210871,Soybean
Europe,Sandy,6.696364891084005,2.0576171917185815,645.4915776315528,19.710180001658486,Tropical,Medium,High,95,13.190236170197995,Corn
Asia,Loam,6.36479272037018,4.314668574134376,806.6433126026295,23.881142523620532,Continental,Low,Low,171,14.407327456931192,Wheat
South America,Loam,6.092696153761161,3.902272990239793,595.5727512252754,14.716452758183877,Dry,Low,Low,137,10.39140768235614,Barley
Asia,Loam,7.4411466652547205,3.8642522136782325,752.9540012137423,16.97160000032101,Temperate,High,Medium,142,13.731630591767358,Barley
South America,Sandy,5.645094025973304,3.6928169840632377,404.9723468673224,15.774980748761394,Continental,Medium,Medium,120,11.195702064421626,Barley
Asia,Clay,6.017363547602857,3.8622513093289297,967.5740835335579,11.22743711055541,Temperate,Low,Low,134,10.189905681686524,Barley
South America,Sandy,5.741999535024133,1.6748065712149827,1028.8526332234221,15.344647118550782,Tropical,Low,High,149,12.308104649211854,Barley
North America,Clay,6.092127681425172,3.84169886554712,737.5856135894534,31.352472801306103,Tropical,Low,High,134,17.693944776710516,Corn
South America,Loam,7.412039420973134,1.858940500486253,245.2370120132167,19.101901392971833,Temperate,Low,Low,171,8.758742963872532,Wheat
Asia,Sandy,7.145035603996697,1.8749612924163723,812.719256508859,17.83907091475138,Temperate,High,Low,173,11.51905141172386,Barley
Asia,Sandy,6.481294998681454,4.864399490925928,658.8663328548239,15.944463348755999,Continental,Medium,Low,153,12.19668039750926,Barley
South America,Sandy,7.427887468537887,1.6227008510569507,844.0227746602905,26.666214943529067,Continental,Medium,Low,118,13.60404129936107,Soybean
North America,Loam,6.705051780250507,1.2852919576512574,1126.9333105039743,24.98509855790885,Continental,Low,High,172,15.318829946797349,Rice
South America,Clay,5.731350447296233,4.7850579720123285,612.3985151936499,23.049400235952096,Temperate,High,Low,107,14.784895792677059,Soybean
Asia,Clay,6.673640890147127,4.331116284093179,1185.7687928043513,20.232642329668543,Temperate,Medium,Low,97,15.204630143596663,Soybean
North America,Clay,6.122750884326642,4.487191084098651,899.3168381671217,19.814168393951345,Tropical,Medium,Medium,144,15.943212078788292,Soybean
Asia,Sandy,6.004538179201692,1.626589513454534,642.4352504507123,22.451380328333766,Dry,Medium,Medium,151,12.730364103920358,Soybean
Europe,Loam,6.521478659012434,2.8200617538577912,455.7844958079061,16.44070347747115,Tropical,Low,Medium,113,10.202130158443918,Barley
Africa,Clay,6.25099724404144,2.9910262544275854,502.0937293239406,16.76076975796953,Temperate,Medium,Medium,151,11.253258728070081,Barley
Africa,Clay,5.545208878718453,1.9753709198644214,978.0351085440949,25.32438097113655,Temperate,High,Low,128,14.837629449119952,Rice
Asia,Sandy,7.377499776559666,3.889244673294831,884.2639588464872,24.038867156458917,Tropical,Low,High,128,15.421880012060189,Corn
North America,Sandy,6.354265062096783,1.9341672077054732,685.6104718830246,26.78509711409149,Tropical,Low,High,157,14.651203221899333,Corn
Africa,Loam,6.072361741595815,1.7956672549488988,861.1331137285192,16.343727155935216,Continental,Low,Medium,92,11.537642055819349,Barley
Asia,Loam,5.824471096281155,2.6653979951857267,949.9574823813468,20.087787749649124,Continental,Low,Medium,124,13.253819403729024,Wheat
Europe,Sandy,7.408803019662132,2.914334929731094,1018.7380877698623,35.46714765335453,Dry,Low,Low,168,19.426258752593792,Rice
Asia,Sandy,6.300711188539917,4.481583632902808,968.8911744143331,19.267536427107796,Continental,High,Medium,92,16.14740011017621,Soybean
Europe,Clay,6.410636820123857,3.7922973539145954,993.0653334322253,23.521681049270395,Tropical,Medium,Medium,166,15.883226748781997,Rice
South America,Clay,6.5166233885533895,1.0959017895061267,1173.023953371028,9.65812142284484,Dry,Medium,High,103,11.6839752647793,Barley
South America,Sandy,6.266202867181169,4.342282839858242,600.5543425122448,14.704814389939513,Dry,Medium,Medium,124,11.161605091255055,Barley
Asia,Clay,5.729012392937963,2.603380942613916,563.8328166015729,20.26943710945511,Tropical,Medium,High,122,13.451938497478553,Corn
Africa,Loam,6.609819667650818,1.752164370355143,389.8400288011704,16.588444638964347,Dry,Low,Medium,98,8.637328283971858,Barley
Asia,Sandy,5.83941047831049,3.873840713292667,1170.0094660101404,16.49355214604225,Temperate,Low,Medium,103,14.259278132174364,Barley
Africa,Sandy,6.1736382219349135,3.218796706333263,657.7926459089698,17.47542578852886,Temperate,Medium,Low,115,11.48967943094332,Barley
South America,Loam,6.953171531652907,3.0402409141765747,760.7813578646125,18.748588334404,Dry,High,Medium,162,14.254021712287047,Wheat
North America,Clay,6.875925680237418,4.169826676557053,573.7188779729925,24.436911820705667,Dry,Medium,High,166,14.865636263100875,Corn
Asia,Loam,7.350529283313929,1.587586275511117,1049.2822602091508,21.66359664792594,Continental,Medium,High,101,14.348985311593825,Corn
Europe,Loam,6.453675549716143,4.290545086228882,636.2613151547719,24.488934558448925,Temperate,High,High,123,16.310665493517902,Corn
North America,Loam,6.28557129265741,3.7825630137816324,552.8593955901182,12.268610405092938,Dry,Medium,Medium,139,11.433023129076556,Barley
South America,Sandy,6.669152945503014,1.1524729807539664,817.6270542294045,19.29427493256855,Continental,Low,High,98,13.653561957688206,Corn
Europe,Sandy,6.851623271485466,3.2395326623079352,903.9742036203822,18.267077091905904,Tropical,High,High,163,14.950796584392565,Corn
North America,Loam,5.72621151300344,4.313094259263954,804.3777642329669,21.584760034920578,Dry,Medium,Low,161,14.328495136886554,Wheat
Africa,Loam,6.797291318124126,3.886215530373845,703.7330345519013,11.072263505590762,Dry,Low,High,174,11.456103478427911,Barley
North America,Sandy,6.22877262027957,1.0484990003509793,422.0062402175303,26.93676181005864,Continental,High,Medium,168,13.240320383940881,Soybean
North America,Loam,6.313618582713699,4.391886773250361,617.6980062646256,16.816024492252215,Temperate,Medium,Medium,144,13.120860204956438,Barley
North America,Sandy,6.462765423496855,1.3141087437662913,1014.6041989607245,21.09305743267353,Temperate,High,Low,161,12.984593821969705,Soybean
Africa,Sandy,6.170184868536685,1.138015505993304,711.1966045778125,24.183178739506562,Tropical,Low,Low,102,12.385968174237288,Soybean
North America,Clay,6.02324961258366,2.985214413945906,556.5116188761266,21.479953633249348,Temperate,Low,High,147,13.477380631504278,Corn
Europe,Clay,7.107769417470507,1.736164139285787,972.3947670538946,23.605597604379263,Temperate,High,Medium,176,15.292361478621821,Rice
Africa,Clay,5.700482740535183,3.8710421792649234,995.2747345958967,24.65437255968622,Continental,Medium,High,98,17.70491440628077,Rice
Africa,Sandy,6.1870632229965885,4.85393711462469,727.2760885734057,23.532394520016904,Dry,Medium,High,146,16.506333673120384,Corn
South America,Clay,6.443080253176331,1.5993525367518724,872.522012123036,17.34439530835539,Continental,High,Low,167,11.707434956675227,Barley
North America,Loam,6.77388402122126,1.9372203973487117,727.6552327813226,20.09202311709729,Temperate,Low,Low,105,11.013936121557608,Wheat
South America,Clay,6.635553912863756,4.926316119058377,657.1101781416403,25.233629671858683,Dry,Low,Low,171,14.76254511386744,Soybean
Africa,Loam,6.161774175387588,2.0791842315694566,603.5023754201441,14.996853137583797,Continental,Low,Medium,117,9.552367466426825,Barley
Asia,Clay,6.002615374284313,1.6648021472349819,594.1274620022725,27.875686605439558,Tropical,High,Medium,173,15.0419317816014,Soybean
Africa,Sandy,7.21497050747244,1.0007407811817712,612.3954186188685,23.350611794440375,Continental,High,Low,117,12.22358529940906,Soybean
South America,Sandy,6.173585222164213,3.271312444689264,689.7239333546927,15.470951883714399,Tropical,Medium,High,148,12.046916593770545,Barley
North America,Clay,6.658988365580522,3.660531440734902,752.2494795873131,15.318092407060456,Tropical,Medium,High,143,13.429681096512601,Barley
Europe,Loam,6.150265856800528,2.8844414199910156,758.483130971392,26.60658101401702,Temperate,High,High,118,16.809187518846535,Corn
Europe,Sandy,7.328889364112417,4.004588975805763,646.0421599568309,16.271204142329307,Tropical,High,High,172,14.097911725710608,Barley
Europe,Clay,7.355620123295393,2.330626399283566,867.0108703824343,22.82394552953824,Tropical,High,Low,100,13.437248424752413,Soybean
Africa,Sandy,7.3244592439992005,4.571183758359544,1165.2522834078186,16.55444101139105,Temperate,Medium,Medium,111,15.983385779073487,Barley
Europe,Sandy,6.189573857309073,4.574594596361923,859.8472923836882,23.712221193234782,Tropical,High,Medium,173,16.419470830954808,Soybean
Africa,Sandy,6.438579821874965,1.466411865715203,828.395982774801,24.546630240103365,Continental,Low,High,124,13.439276200252133,Corn
South America,Loam,6.3196953462367,3.09973633697387,981.9566690202325,19.55168039230183,Continental,Low,Low,123,12.723740019906552,Wheat
Asia,Loam,6.7170692865544765,3.811164085511384,691.7950457207943,16.9850703061092,Tropical,Low,Low,134,11.78483542520195,Barley
Africa,Clay,5.758008350046518,3.0925204516248974,749.5301923425508,16.801055545052336,Continental,Low,Medium,123,11.729792840780389,Barley
Europe,Clay,6.33223708886372,1.0676392530254684,782.6555501717,24.704504999568233,Temperate,Low,High,170,14.06470526532868,Corn
Asia,Loam,7.194024070778167,4.311648248596257,719.602701772773,14.683584951147532,Temperate,Low,High,152,13.751106239695941,Barley
Europe,Sandy,5.922570075139875,2.9300223655284534,928.9379606568466,7.113274885028284,Temperate,High,Medium,141,10.76552920560523,Barley
Europe,Loam,6.069712261921519,1.0969610360895587,1270.5170157914006,12.128353728835435,Dry,Medium,Low,167,11.772205763343704,Barley
North America,Sandy,6.937062636244492,1.2918733317027509,563.6041183449399,22.295900836674317,Continental,High,Medium,102,12.193000687839199,Soybean
Asia,Clay,6.420642780114797,1.1578078116907657,922.1022004718028,13.407909299368054,Continental,Medium,Low,93,10.615796209695628,Barley
Asia,Sandy,7.0596373512462876,4.13570111656755,885.164893835832,28.220483889262304,Temperate,High,Low,116,16.52663704160564,Soybean
Europe,Sandy,6.479863506489721,3.1550903444604645,636.3889358836891,2.9551663127468295,Temperate,High,High,105,8.7261038297566,Barley
Europe,Sandy,6.283333085757618,4.661907524873326,651.9535494902583,17.41256725837152,Tropical,High,Low,138,14.383212193884063,Barley
South America,Loam,5.954981781738125,2.902482457233036,720.1113436258548,19.840802716816306,Tropical,Medium,Medium,168,13.240551055453677,Wheat
Asia,Loam,6.27579705790346,2.503839638562655,1024.9839988387262,18.366931096693936,Continental,Medium,Medium,128,14.930761231682082,Wheat
South America,Loam,5.543295805174496,3.080078185158095,542.1856212741122,18.40832972291862,Dry,High,High,97,13.157233812621335,Corn
South America,Sandy,6.5425355076481315,1.6883994105994486,629.3118159863914,16.85389663576319,Tropical,Low,High,140,10.70009421495397,Barley
Asia,Sandy,6.456194037636443,3.020905911206696,1065.084703138752,24.195424212137432,Continental,Low,High,138,16.111249306147002,Rice
Asia,Clay,5.832623400418164,3.821522238589669,731.036973866541,20.109969964021467,Tropical,Medium,High,168,15.701966177647385,Corn
Asia,Loam,6.445961962741472,3.688457840395196,866.6587433225556,24.681981424806864,Tropical,Low,Low,139,14.379471906348929,Wheat
South America,Sandy,6.661239520964708,4.092360566468448,641.0212705996619,27.10309146387004,Tropical,High,High,107,17.047706853262174,Corn
Europe,Sandy,6.136350419017406,2.066813722548857,774.5926194249915,12.577342290344713,Dry,High,Medium,120,11.287394223283737,Barley
North America,Sandy,7.086016318245076,4.68974244401508,688.7915866169244,22.607522247013502,Tropical,Medium,Medium,98,15.16936469066229,Soybean
Asia,Loam,6.042125980280727,2.2169852459463386,692.8413417854001,17.05218898020017,Continental,Medium,Medium,105,11.871224759240306,Barley
South America,Loam,6.402673450308194,2.53677673970391,833.2970545154294,11.92011833141472,Continental,High,Low,131,10.337643948446837,Barley
North America,Sandy,6.747484490999082,4.3207318664707755,792.3352328605255,24.09382985424408,Temperate,Low,Low,90,14.833233954049819,Soybean
Asia,Loam,5.697314753465618,3.4763723810844787,1064.137456399501,19.137519828012717,Dry,Low,Medium,143,14.174465556351741,Wheat
North America,Loam,7.141819268141232,4.130048032823318,427.5821128462737,24.91363479955711,Temperate,High,Low,106,13.703571535488393,Wheat
North America,Loam,5.5071550892000625,1.1861660848762723,773.6483623616441,21.057780511481734,Dry,Medium,Medium,102,12.225210284221296,Wheat
Asia,Clay,7.380623601855503,2.7084262513481696,711.5249618935593,13.858176884263067,Tropical,Low,Low,161,10.24590525059886,Barley
Africa,Clay,6.328135651535633,1.9309209674802141,604.1361589430899,16.849757843258296,Tropical,Low,Medium,168,10.053263988616603,Barley
South America,Sandy,5.575876625871871,1.5878416236152462,528.8588079526179,14.04392691658659,Temperate,Medium,Medium,114,9.17553407198268,Barley
South America,Loam,7.450137845197434,4.493892684224017,496.021440076203,26.32930218816025,Temperate,Medium,Medium,167,15.188483250028657,Wheat
Asia,Clay,7.1422210554830325,2.742020109813037,666.9368978131826,21.60127390644077,Dry,Medium,Low,92,13.263568071252333,Soybean
South America,Loam,6.703097012759413,3.425267789498128,1042.3899870975501,17.64622450437609,Temperate,Medium,High,95,15.806625589684034,Barley
